codigo;descricao
3.07.30.12-0;Terapia por ondas de choque extracorpórea em partes moles – acompanhamento 1ª aplicação
3.07.30.13-9;Terapia por ondas de choque extracorpórea em partes moles – acompanhamento reaplicações
3.07.30.15-5;Transposição muscular
3.07.31.01-1;Abertura de bainha tendinosa – tratamento cirúrgico
3.07.31.26-7;Biópsia de tumor de partes moles por agulha
3.07.31.27-5;Biópsia de tumor de partes moles por cirurgia
3.07.31.28-3;Biópsia óssea por agulha
3.07.31.29-1;Biópsia óssea por cirurgia
3.07.31.02-0;Biópsias cirúrgicas de tendões, bursas e sinóvias
3.07.31.03-8;Bursectomia – tratamento cirúrgico
3.07.31.04-6;Cisto sinovial – tratamento cirúrgico
3.07.31.05-4;Encurtamento de tendão – tratamento cirúrgico
3.07.31.06-2;Sinovectomia – tratamento cirúrgico
3.07.31.07-0;Tenoartroplastia para ossos do carpo
3.07.31.08-9;Tenodese
3.07.31.09-7;Tenólise no túnel osteofibroso
3.07.31.10-0;Tenólise/tendonese – tratamento cirúrgico
3.07.31.11-9;Tenoplastia/enxerto de tendão – tratamento cirúrgico
3.07.31.12-7;Tenoplastia de tendão em outras regiões
3.07.31.13-5;Tenorrafia múltipla em outras regiões
3.07.31.14-3;Tenorrafia no túnel osteofibroso – mais de 2 dígitos
3.07.31.15-1;Tenorrafia no túnel osteofibroso até 2 dígitos
3.07.31.16-0;Tenorrafia única em outras regiões
3.07.31.17-8;Tenossinovectomia de mão ou punho
3.07.31.18-6;Tenossinovites estenosantes – tratamento cirúrgico
3.07.31.19-4;Tenossinovites infecciosas – drenagem
3.07.31.20-8;Tenotomia
3.07.31.21-6;Transposição de mais de 1 tendão – tratamento cirúrgico
3.07.31.22-4;Transposição única de tendão
3.07.31.23-2;Tratamento cirúrgico dos tumores de tendão ou sinovial
3.07.32.14-0;Cirurgia de Berger
3.07.32.10-7;Curetagem ou ressecção em bloco + cimentação em tumor ósseo
3.07.32.11-5;Curetagem ou ressecção em bloco + autoenxerto em tumor ósseo
3.07.32.15-8;Curetagem ou ressecção em bloco + endoprótese em tumor ósseo
3.07.32.01-8;Curetagem ou ressecção em bloco + enxerto ósseo vascularizado
3.07.32.16-6;Curetagem ou ressecção em bloco + haloenxerto em tumor ósseo
3.07.32.02-6;Enxerto ósseo – retirada de enxerto autólogo
3.07.32.17-4;Hemipelvectomia
3.07.32.18-2;Infiltração ósseo para tratamento
3.07.32.03-4;Ressecção da lesão com cimentação e osteossíntese
3.07.32.19-0;Ressecção de tumor de partes moles benigno
3.07.32.20-4;Ressecção de tumor de partes moles maligno
3.07.32.21-2;Ressecção de tumor ósseo com alongamento
3.07.32.22-0;Ressecção de tumor ósseo e/ou de partes moles com rotação de retalho
3.07.32.13-1;Ressecção simples de tumor ósseo
3.07.32.23-9;Revisão cirúrgica com autoenxerto vascularizado
3.07.32.24-7;Revisão cirúrgica com utilização de autoenxerto não vascularizado
3.07.32.25-5;Revisão cirúrgica com utilização de aloenxerto
3.07.32.26-3;Revisão cirúrgica de endoprótese não convencional
3.07.32.05-0;Terapia por ondas de choque extracorpórea em partes ósseas – acompanhamento 1ª aplicação
3.07.32.06-9;Terapia por ondas de choque extracorpórea em partes ósseas – acompanhamento reaplicações
3.07.32.27-1;Tratamento de recidiva de tumor de partes moles no esqueleto apendicular
3.07.32.28-0;Tratamento de recidiva de tumor ósseo no esqueleto apendicular
3.07.32.08-5;Tumor ósseo (ressecção com substituição)
3.07.32.09-3;Tumor ósseo (ressecção e artrodese)
3.07.32.12-3;Tumor ósseo (ressecção segmentar)
3.07.32.29-8;Videoscopia extra-articular de pequenas articulações
3.07.33.03-0;Condroplastia (com remoção de corpos livres)
3.07.33.08-1;Fratura com redução e/ou estabilização da superfície articular – um compartimento #
3.07.33.10-3;Instabilidade femoropatelar, release lateral da patela, retencionamento, reforço ou reconstrução do ligamento patelofemoral medial #
3.07.33.05-7;Meniscectomia – um menisco
3.07.33.04-9;Osteocondroplastia – estabilização, ressecção e/ou plastia #
3.07.33.07-3;Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior #
3.07.33.06-5;Reparo ou sutura de um menisco
3.07.33.02-2;Sinovectomia parcial ou subtotal
3.07.33.01-4;Sinovectomia total
3.07.33.09-0;Tratamento cirúrgico da artrofibrose #
3.07.34.03-7;Condroplastia (com remoção de corpos livres)
3.07.34.06-1;Fraturas – redução e estabilização de cada superfície
3.07.34.04-5;Osteocondroplastia – estabilização, ressecção e ou plastia (enxertia) # 10C 38,500
3.07.34.05-3;Reconstrução, retencionamento ou reforço de ligamento
3.07.34.02-9;Sinovectomia parcial ou subtotal
3.07.34.01-0;Sinovectomia total
3.07.35.03-3;Acromioplastia
3.07.35.10-6;Capsulotomia
3.07.35.11-4;Cobertura do defeito de Hill-Sachs (cirurgia de Remplissage)
3.07.35.12-2;Drenagem tendinite calcária
3.07.35.13-0;Fraturas da glenoide
3.07.35.14-9;Fraturas da parte proximal do úmero
3.07.35.05-0;Instabilidade glenoumeral, por via artroscópica
3.07.35.07-6;Instabilidade multidirecional
3.07.35.15-7;Neurólise
3.07.35.04-1;Lesão labral
3.07.35.16-5;Osteocondroplastia
3.07.35.17-3;Osteoplastia escapular artroscópica
3.07.35.18-1;Reparo artroscópico da ruptura manguito rotador (2 tendões)
3.07.35.19-0;Reparo artroscópico da ruptura manguito rotador (3 tendões)
3.07.35.06-8;Reparo artroscópico da ruptura manguito rotador (transfixante/ completa ou parcial de 1 tendão)
3.07.35.20-3;Reparo da avulsão ligamentar glenoumeral
3.07.35.08-4;Ressecção lateral da clavícula
3.07.35.21-1;Sinovectomia escápulo-torácica
3.07.35.02-5;Sinovectomia parcial ou subtotal
3.07.35.01-7;Sinovectomia total
3.07.35.22-0;Sinovectomia via artroscópica
3.07.35.23-8;Tenodese da porção longa do bíceps
3.07.35.09-2;Tenotomia da porção longa do bíceps, via artroscópica
3.07.35.24-6;Tratamento cirúrgico artroscópico da re-ruptura manguito rotador
3.07.36.07-2;Capsulotomia via artroscópica
3.07.36.03-0;Condroplastia (com remoção de corpos livres)
3.07.36.06-4;Fraturas: redução e estabilização para cada superfície
3.07.36.04-8;Osteocondroplastia por via artroscópica
3.07.36.05-6;Reconstrução, retencionamento ou reforço de ligamento #
3.07.36.01-3;Sinovectomia total
3.07.36.02-1;Sinovectomia parcial ou subtotal
3.07.37.03-6;Condroplastia (com remoção de corpos livres)
3.07.37.06-0;Fraturas – redução e estabilização de cada superfície
3.07.37.04-4;Osteocondroplastia – estabilização, ressecção e/ou plastia (enxertia)
3.07.37.05-2;Reconstrução, retencionamento ou reforço de ligamento ou reparo de cartilagem triangular #
3.07.37.02-8;Sinovectomia parcial ou subtotal
3.07.37.01-0;Sinovectomia total
3.07.37.07-9;Túnel do carpo – descompressão
3.07.38.05-9;Condroplastia com sutura labral
3.07.38.03-2;Desbridamento do labrum ou ligamento redondo com ou sem condroplastia
3.07.38.02-4;Sinovectomia parcial e/ou remoção de corpos livres
3.07.38.01-6;Sinovectomia total
3.07.38.04-0;Tratamento do impacto fêmoro-acetabular
3.08.00.00-5;Código Procedimento Porte Custo Oper. N° de Aux. Porte Anest. TRAQUEIA
3.08.01.01-0;Colocação de órtese traqueal, traqueobrônquica ou brônquica, por via endoscópica (tubo de silicone ou metálico)
3.08.01.02-8;Colocação de prótese traqueal ou traqueobrônquica (qualquer via) 11B 42,900
3.08.01.03-6;Fechamento de fístula traqueocutânea
3.08.01.13-3;Plastia de traqueostoma
3.08.01.04-4;Punção traqueal
3.08.01.05-2;Ressecção carinal (traqueobrônquica)
3.08.01.06-0;Ressecção de tumor traqueal
3.08.01.16-8;Ressecção de tumor traqueal por videotoracoscopia
3.08.01.07-9;Traqueoplastia (qualquer via)
3.08.01.08-7;Traqueorrafia (qualquer via)
3.08.01.17-6;Traqueorrafia por videotoracoscopia
3.08.01.10-9;Traqueostomia com colocação de órtese traqueal ou traqueobrônquica por via cervical
3.08.01.11-7;Traqueostomia mediastinal
3.08.01.14-1;Traqueotomia ou fechamento cirúrgico
3.08.01.15-0;Troca de prótese traqueoesofágica
3.08.02.01-6;Broncoplastia e/ou arterioplastia
3.08.02.04-0;Broncoplastia e/ou arterioplastia por videotoracoscopia
3.08.02.02-4;Broncotomia e/ou broncorrafia
3.08.02.05-9;Broncotomia e/ou broncorrafia por videotoracoscopia
3.08.02.03-2;Colocação de molde brônquico por toracotomia
3.08.03.01-2;Bulectomia unilateral
3.08.03.17-9;Bulectomia unilateral por videotoracoscopia
3.08.03.18-7;Cirurgia redutora do volume pulmonar unilateral por videotoracoscopia
3.08.03.02-0;Cirurgia redutora do volume pulmonar unilateral (qualquer técnica)
3.08.03.03-9;Cisto pulmonar congênito – tratamento cirúrgico
3.08.03.04-7;Correção de fístula bronco-pleural (qualquer técnica)
3.08.03.19-5;Correção de fístula bronco-pleural por videotoracoscopia
3.08.03.05-5;Drenagem tubular aberta de cavidade pulmonar
3.08.03.20-9;Drenagem tubular aberta de cavidade pulmonar por videotoracoscopia
3.08.03.06-3;Embolectomia pulmonar
3.08.03.07-1;Lobectomia por malformação pulmonar
3.08.03.08-0;Lobectomia pulmonar
3.08.03.21-7;Lobectomia pulmonar por videotoracoscopia
3.08.03.09-8;Metastasectomia pulmonar unilateral (qualquer técnica)
3.08.03.22-5;Metastasectomia pulmonar unilateral por videotoracoscopia
3.08.03.10-1;Pneumonectomia
3.08.03.11-0;Pneumonectomia de totalização
3.08.03.12-8;Pneumorrafia
3.08.03.13-6;Pneumostomia (cavernostomia) com costectomia e estoma cutâneo-cavitário
3.08.03.14-4;Posicionamento de agulhas radiativas por toracotomia (braquiterapia)
3.08.03.15-2;Segmentectomia (qualquer técnica)
3.08.03.23-3;Segmentectomia por videotoracoscopia
3.08.03.16-0;Tromboendarterectomia pulmonar
3.08.04.01-9;Biópsia percutânea de pleura por agulha
3.08.04.02-7;Descorticação pulmonar
3.08.04.15-9;Descorticação pulmonar por videotoracoscopia
3.08.04.03-5;Pleurectomia
3.08.04.16-7;Pleurectomia por videotoracoscopia
3.08.04.04-3;Pleurodese (qualquer técnica)
3.08.04.17-5;Pleurodese por vídeo
3.08.04.05-1;Pleuroscopia
3.08.04.18-3;Pleuroscopia por vídeo
3.08.04.06-0;Pleurostomia (aberta)
3.08.04.08-6;Punção pleural (ou toracocentese)
3.08.04.09-4;Repleção de cavidade pleural com solução de antibiótico para tratamento de empiema
3.08.04.10-8;Ressecção de tumor da pleura localizado
3.08.04.19-1;Ressecção de tumor da pleura localizado por vídeo
3.08.04.11-6;Retirada de dreno tubular torácico (colocado em outro serviço)
3.08.04.12-4;Tenda pleural
3.08.04.20-5;Tenda pleural por vídeo
3.08.04.13-2;Toracostomia com drenagem pleural fechada
3.08.04.14-0;Tratamento operatório da hemorragia intrapleural
3.08.04.21-3;Tratamento operatório da hemorragia intrapleural por vídeo
3.08.05.02-3;Biópsia de linfonodos pré-escalênicos ou do confluente venoso
3.08.05.03-1;Biópsia de tumor do mediastino (qualquer via)
3.08.05.18-0;Biópsia de tumor do mediastino por vídeo
3.08.05.04-0;Cisto ou duplicação brônquica ou esofágica – tratamento cirúrgico
3.08.05.19-8;Cisto ou duplicação brônquica ou esofágica – tratamento cirúrgico por vídeo
3.08.05.20-1;Ligadura de artérias brônquicas para controle de hemoptise por vídeo
3.08.05.07-4;Ligadura de artérias brônquicas por toracotomia para controle de hemoptise
3.08.05.08-2;Ligadura de ducto-torácico (qualquer via)
3.08.05.21-0;Ligadura de ducto-torácico por vídeo
3.08.05.09-0;Linfadenectomia mediastinal
3.08.05.22-8;Linfadenectomia mediastinal por vídeo
3.08.05.10-4;Mediastinoscopia, via cervical
3.08.05.23-6;Mediastinoscopia, via cervical por vídeo
3.08.05.11-2;Mediastinotomia (via paraesternal, transesternal, cervical)
3.08.05.12-0;Mediastinotomia extrapleural por via posterior
3.08.05.24-4;Mediastinotomia extrapleural por via posterior por vídeo
3.08.05.13-9;Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica)
3.08.05.25-2;Pericardiotomia com abertura pleuro-pericárdica por vídeo
3.08.05.01-5;Ressecção de bócio intratorácico
3.08.05.14-7;Ressecção de tumor de mediastino
3.08.05.26-0;Ressecção de tumor de mediastino por vídeo
3.08.05.29-5;Retirada de corpo estranho do mediastino
3.08.05.15-5;Timectomia (qualquer via)
3.08.05.27-9;Timectomia por vídeo
3.08.05.16-3;Tratamento da mediastinite (qualquer via)
3.08.05.28-7;Tratamento da mediastinite por vídeo
3.08.05.17-1;Vagotomia troncular terapêutica por toracotomia
3.08.06.01-1;Abscesso subfrênico – tratamento cirúrgico
3.08.06.02-0;Eventração diafragmática – tratamento cirúrgico
3.08.06.03-8;Hérnia diafragmática – tratamento cirúrgico (qualquer técnica)
3.08.06.05-4;Hérnia diafragmática – tratamento cirúrgico por vídeo
3.08.06.06-2;Hérnia diafragmática congênita – tratamento cirúrgico (qualquer via)
3.08.06.07-0;Hérnia diafragmática congênita – tratamento cirúrgico por vídeo
3.08.06.04-6;Implante de marca-passo diafragmático definitivo
3.09.00.00-0;Código Procedimento Porte Custo Oper. N° de Aux. Porte Anest. DEFEITOS CARDÍACOS CONGÊNITOS
3.09.01.01-4;Ampliação (anel valvar, grandes vasos, átrio, ventrículo)
3.09.01.02-2;Canal arterial persistente – correção cirúrgica
3.09.01.03-0;Coarctação da aorta – correção cirúrgica
3.09.01.04-9;Confecção de bandagem da artéria pulmonar
3.09.01.05-7;Correção cirúrgica da comunicação interatrial
3.09.01.06-5;Correção cirúrgica da comunicação interventricular
3.09.01.07-3;Correção de cardiopatia congênita + cirurgia valvar
3.09.01.08-1;Correção de cardiopatia congênita + revascularização do miocárdio
3.09.01.09-0;Redirecionamento do fluxo sanguíneo (com anastomose direta, retalho, tubo)
3.09.01.10-3;Ressecção (infundíbulo, septo, membranas, bandas)
3.09.01.11-1;Transposições (vasos, câmaras)
3.09.02.01-0;Ampliação do anel valvar
3.09.02.02-9;Cirurgia multivalvar
3.09.02.03-7;Comissurotomia valvar
3.09.02.04-5;Plastia valvar
3.09.02.05-3;Troca valvar
3.09.03.01-7;Aneurismectomia de VE
3.09.03.02-5;Revascularização do miocárdio
3.09.03.03-3;Revascularização do miocárdio + cirurgia valvar
3.09.03.04-1;Ventriculectomia parcial
3.09.04.01-3;Cardioestimulação transesofágica (CETE), terapêutica ou diagnóstica
3.09.04.16-1;Implante de cardiodesfibrilador multissítio – TRC-D (gerador e eletrodos)
3.09.04.02-1;Implante de desfibrilador interno, placas e eletrodos
3.09.04.06-4;Implante de estimulador cardíaco artificial multissítio
3.09.04.14-5;Implante de marca-passo bicameral (gerador + eletrodo atrial e ventricular)
3.09.04.13-7;Implante de marca-passo monocameral (gerador + eletrodo atrial ou ventricular)
3.09.04.09-9;Implante de marca-passo temporário à beira do leito
3.09.04.17-0;Implante de monitor de eventos (Looper implantável)
3.09.04.08-0;Instalação de marca-passo epimiocárdio temporário
3.09.04.10-2;Recolocação de eletrodo/gerador com ou sem troca de unidades
3.09.04.15-3;Remoção de cabo-eletrodo de marcapasso e/ou cardiodesfibrilador implantável com auxílio de dilatador mecânico, laser ou radiofrequência
3.09.04.11-0;Retirada do sistema (não aplicável na troca do gerador)
3.09.04.12-9;Troca de gerador
3.09.05.01-0;Colocação de balão intra-aórtico
3.09.05.02-8;Colocação de stent na aorta sem CEC
3.09.05.05-2;Derivação cavo-atrial
3.09.05.03-6;Instalação do circuito de circulação extracorpórea convencional
3.09.05.04-4;Instalação do circuito de circulação extracorpórea em crianças de baixo peso (10 kg)
3.09.05.06-0;Perfusionista
3.09.06.01-6;Aneurisma de aorta abdominal infrarrenal – qualquer técnica
3.09.06.02-4;Aneurisma de aorta abdominal suprarrenal – qualquer técnica
3.09.06.03-2;Aneurisma de aorta-torácica – correção cirúrgica – qualquer técnica
3.09.06.04-0;Aneurisma de artérias viscerais – qualquer técnica
3.09.06.05-9;Aneurisma de axilar, femoral, poplítea – qualquer técnica
3.09.06.06-7;Aneurisma de carótida, subclávia, ilíaca – qualquer técnica
3.09.06.07-5;Aneurismas – outros – qualquer técnica
3.09.06.08-3;Aneurismas torácicos ou tóraco-abdominais – correção cirúrgica – qualquer técnica
3.09.06.11-3;Angioplastia transluminal transoperatória – por artéria
3.09.06.12-1;Artéria hipogástrica – unilateral – qualquer técnica
3.09.06.13-0;Artéria mesentérica inferior – qualquer técnica
3.09.06.14-8;Artéria mesentérica superior – qualquer técnica
3.09.06.15-6;Artéria renal bilateral revascularização – qualquer técnica
3.09.06.38-5;Arterioplastia da femoral profunda (profundoplastia)
3.09.06.16-4;Cateterismo da artéria radial – para PAM
